Date,AAPL,MSFT,NVDA,SPY,TSLA
2024-03-27,171.5888671875,414.1623229980469,90.09408569335938,510.7401123046875,179.8300018310547
2024-03-28,169.77703857421875,413.4645690917969,90.19991302490234,510.6424560546875,175.7899932861328
2024-04-01,168.34144592285156,417.24822998046875,90.20690155029297,509.75408935546875,175.22000122070312
2024-04-02,167.1632537841797,414.1721496582031,89.29747772216797,506.5130615234375,166.6300048828125
2024-04-03,167.9652099609375,413.1992492675781,88.8103256225586,507.0694885253906,168.3800048828125
2024-04-04,167.14346313476562,410.673583984375,85.75659942626953,500.88006591796875,171.11000061035156
2024-04-05,167.8959197998047,418.1817932128906,87.85597229003906,506.1127014160156,164.89999389648438
2024-04-08,166.7771453857422,417.267822265625,86.98246765136719,506.3958435058594,172.97999572753906
2024-04-09,167.98501586914062,418.9287109375,85.20654296875,506.9816589355469,176.8800048828125
2024-04-10,166.11380004882812,415.9607849121094,86.88864135742188,501.9051208496094,171.75999450683594
2024-04-11,173.3016815185547,420.55023193359375,90.45945739746094,505.69293212890625,174.60000610351562
2024-04-12,174.7967071533203,414.62420654296875,88.03366088867188,498.71282958984375,171.0500030517578
2024-04-15,170.97503662109375,406.5067138671875,85.8524398803711,492.46490478515625,161.47999572753906
2024-04-16,167.69790649414062,407.4304504394531,87.26398468017578,491.5667419433594,157.11000061035156
2024-04-17,166.3315887451172,404.73773193359375,83.88983154296875,488.65753173828125,155.4499969482422
2024-04-18,165.38113403320312,397.2982177734375,84.52473449707031,487.65203857421875,149.92999267578125
2024-04-19,163.36141967773438,392.2370910644531,76.06837463378906,483.3956298828125,147.0500030517578
2024-04-22,164.1930694580078,394.04534912109375,79.3806381225586,487.8473205566406,142.0500030517578
2024-04-23,165.2425079345703,400.5413513183594,82.2806167602539,493.6363525390625,144.67999267578125
2024-04-24,167.34149169921875,402.0056457519531,79.53936767578125,493.4020690917969,162.1300048828125
2024-04-25,168.2028350830078,392.15850830078125,82.4892578125,491.5277099609375,170.17999267578125
2024-04-26,167.61866760253906,399.31292724609375,87.58344268798828,496.1843566894531,168.2899932861328
2024-04-29,171.77699279785156,395.3130798339844,87.60541534423828,497.941650390625,194.0500030517578
2024-04-30,168.63845825195312,382.61590576171875,86.25274658203125,490.0536193847656,183.27999877929688
2024-05-01,167.61866760253906,388.12921142578125,82.89752960205078,488.4622802734375,179.99000549316406
2024-05-02,171.3116455078125,390.97918701171875,85.66875457763672,493.03106689453125,180.00999450683594
2024-05-03,181.5588836669922,399.6470642089844,88.63562774658203,499.1423645019531,181.19000244140625
2024-05-06,179.90545654296875,406.4084167480469,91.98081970214844,504.2969055175781,184.75999450683594
2024-05-07,180.58859252929688,402.28082275390625,90.3975830078125,504.8533630371094,177.80999755859375
2024-05-08,180.9252166748047,403.4600830078125,90.25580596923828,504.90216064453125,174.72000122070312
2024-05-09,182.73707580566406,405.20941162109375,88.59368896484375,507.8113708496094,171.97000122070312
2024-05-10,181.4779815673828,407.58770751953125,89.72274017333984,508.46551513671875,168.47000122070312
2024-05-13,184.68020629882812,406.5852966308594,90.24283599853516,508.5337829589844,171.88999938964844
2024-05-14,185.82032775878906,409.3763427734375,91.19818115234375,510.8669738769531,177.5500030517578
2024-05-15,188.09068298339844,416.5338134765625,94.46652221679688,517.1930541992188,173.99000549316406
2024-05-16,188.20962524414062,414.4761657714844,94.19599151611328,516.1289672851562,174.83999633789062
2024-05-17,188.23939514160156,413.7082824707031,92.3192367553711,516.8709106445312,177.4600067138672
2024-05-20,189.39932250976562,418.7588806152344,94.61626434326172,517.4664306640625,174.9499969482422
2024-05-21,190.69810485839844,422.40167236328125,95.22122192382812,518.735595703125,186.60000610351562
2024-05-22,189.26052856445312,423.8587341308594,94.78597259521484,517.2418823242188,180.11000061035156
2024-05-23,185.2750701904297,420.39324951171875,103.61969757080078,513.4638061523438,173.74000549316406
2024-05-24,188.34844970703125,423.5043029785156,106.28506469726562,516.8612060546875,179.24000549316406
2024-05-28,188.3583526611328,423.6618347167969,113.70423126220703,517.2223510742188,176.75
2024-05-29,188.65579223632812,422.5296325683594,114.62664031982422,513.6004638671875,176.19000244140625
2024-05-30,189.64720153808594,408.2539978027344,110.30912017822266,510.1933898925781,178.7899932861328
2024-05-31,190.5989532470703,408.7068786621094,109.44361114501953,514.84033203125,178.0800018310547
2024-06-03,192.3636474609375,407.1217346191406,114.80133819580078,515.2601318359375,176.2899932861328
2024-06-04,192.68092346191406,409.63232421875,116.23585510253906,515.836181640625,174.77000427246094
2024-06-05,194.1878662109375,417.4494323730469,122.22848510742188,521.9669189453125,175.0
2024-06-06,192.80979919433594,417.9515380859375,120.78898620605469,521.9570922851562,177.94000244140625
2024-06-07,195.19908142089844,417.2919616699219,120.6791763305664,521.322509765625,177.47999572753906
2024-06-10,191.46145629882812,421.2497253417969,121.57960510253906,522.9334716796875,173.7899932861328
2024-06-11,205.3709716796875,425.9853210449219,120.71105194091797,524.1926879882812,170.66000366210938
